,dt,inn,gtin,prid,operation_type,cnt
630113,2022-09-27,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,5
631513,2022-09-28,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,3
636088,2022-10-01,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
638111,2022-10-03,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,5
640168,2022-10-04,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
642050,2022-10-05,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,3
644021,2022-10-06,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
645947,2022-10-07,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,2
649562,2022-10-10,F059B30E44420C4A0FC568A69B7EA166,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
649689,2022-10-10,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,9
651767,2022-10-11,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,5
655135,2022-10-12,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,3
658781,2022-10-14,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,6
664117,2022-10-17,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,4
665692,2022-10-18,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,4
668156,2022-10-19,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,2
671610,2022-10-20,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,2
675007,2022-10-21,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
679643,2022-10-24,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,6
681799,2022-10-25,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
683772,2022-10-26,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
692703,2022-10-31,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,2
697151,2022-11-02,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,2
699462,2022-11-03,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
704689,2022-11-07,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
707157,2022-11-08,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,2
711339,2022-11-10,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,4
714075,2022-11-11,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,3
719691,2022-11-14,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,3
734599,2022-11-18,32D845A9CC2A5BFA9F77CAE0E9A905A5,1D6A8A0532B5638D1E1E2B24EEF3A936,32D845A9CC2A5BFA9F77CAE0E9A905A5,Возврат,1
5230,2022-05-11,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,17
7268,2022-05-12,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,68
9269,2022-05-13,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,9
16052,2022-02-04,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,7
31453,2022-02-07,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,17
34019,2022-02-08,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,14
34452,2021-11-23,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,1
45205,2022-02-09,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,4
46633,2022-02-10,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,РФ,5040
47146,2022-02-10,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,15
50231,2022-02-11,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,4
51592,2021-11-25,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,1
60178,2022-02-13,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,РФ,7260
62164,2022-02-14,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,РФ,1699
63878,2022-02-14,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,30
66536,2022-02-15,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,1
71993,2022-05-16,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,17
74481,2022-05-17,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,11
86506,2022-02-16,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,12
88902,2022-02-17,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,23
93851,2022-05-18,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,34
95878,2022-05-19,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,20
97384,2022-05-20,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,6
100890,2021-12-01,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,РФ,10100
109207,2022-02-18,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,4
113997,2022-02-21,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Перемаркировка,1
114143,2022-02-21,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,РФ,6845
115428,2022-02-21,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,РФ,3159
115619,2022-02-21,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Перемаркировка,33
117808,2022-05-23,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,21
120138,2022-05-24,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,1
120710,2022-05-25,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Перемаркировка,14
121765,2022-05-25,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,3
125755,2021-12-05,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,РФ,9620
130396,2021-12-06,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,РФ,420
133689,2022-02-21,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,13
137141,2022-02-22,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,13
140719,2022-05-26,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,33
143281,2022-05-27,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,11
147569,2022-05-30,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,16
153108,2021-12-08,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,1
154058,2021-12-09,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Перемаркировка,9
158956,2022-02-24,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,18
160205,2022-02-25,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,РФ,756
160488,2022-02-25,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Перемаркировка,22
160969,2022-02-25,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,РФ,295
161138,2022-02-25,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,РФ,4049
161726,2022-02-25,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,3
165792,2022-05-31,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,1
171355,2022-06-03,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,2
183067,2022-06-06,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,13
185511,2022-06-07,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,59
188233,2022-06-08,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,136
195034,2022-03-01,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Перемаркировка,1
204630,2021-12-15,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,2
206328,2022-06-09,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,131
208918,2022-06-10,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,121
210393,2022-06-11,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,114
211032,2022-06-12,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,130
212014,2022-06-13,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,117
214041,2022-06-14,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,84
216435,2022-03-03,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,2
219398,2022-03-04,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,5
224160,2021-12-16,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Перемаркировка,2
228744,2021-12-17,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,1
232062,2022-06-15,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,7
234866,2022-06-16,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,4
238004,2022-06-17,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,2
245798,2022-03-09,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,6
250724,2021-12-20,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Перемаркировка,1
252590,2021-12-20,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,3
254716,2021-12-21,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Перемаркировка,1
258643,2022-06-20,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,6
260796,2022-06-21,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,1
265918,2022-03-10,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,7
268489,2022-03-11,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,4
272467,2021-12-21,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,РФ,5580
272849,2021-12-21,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Перемаркировка,1
276479,2021-12-22,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,РФ,4400
276948,2021-12-22,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,4
280194,2022-06-22,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,2
287792,2022-06-27,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,2
289441,2022-03-14,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,2
291264,2022-03-15,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,9
293522,2022-03-16,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,7
296092,2022-03-17,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,4
297824,2021-12-23,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,4
301465,2021-12-24,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,2
304350,2021-12-26,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Перемаркировка,2
304893,2022-06-28,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Перемаркировка,1
305613,2022-06-28,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Перемаркировка,1
305976,2022-06-28,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Перемаркировка,28
306036,2022-06-28,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Перемаркировка,11
308740,2022-06-30,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Перемаркировка,13
315793,2022-03-18,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,2
318991,2022-03-21,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Перемаркировка,1
319518,2022-03-21,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,13
321464,2021-12-26,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,1
324142,2021-12-27,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,РФ,40
324346,2021-12-27,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Перемаркировка,3
325122,2021-12-27,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Перемаркировка,2
325351,2021-12-27,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,15
326979,2021-12-28,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Перемаркировка,1
332800,2022-07-05,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,1
337917,2022-03-22,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,1
339907,2022-03-23,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,1
342054,2022-03-24,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,23
344683,2022-03-25,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,15
355288,2022-07-08,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,2
359859,2022-07-12,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,1
361121,2022-07-13,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,1
363605,2022-03-28,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Перемаркировка,1
364254,2022-03-28,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,1
367050,2022-03-29,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,2
367367,2022-03-30,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,РФ,7
368136,2022-03-30,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,РФ,16
368449,2022-03-30,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,РФ,24
369216,2022-03-30,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,4
379190,2022-07-14,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,1
381249,2022-07-15,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,1
391279,2022-04-04,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,РФ,4094
391413,2022-04-04,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,РФ,198
391532,2022-04-04,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,РФ,518
391890,2022-04-04,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,РФ,122
399180,2022-01-10,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,8
401651,2022-01-11,5AC6384F0141E80A8A2F61B6BD91B809,A46D9D197E59B6DBB4BACD014724D319,5AC6384F0141E80A8A2F61B6BD91B809,Возврат,7
