,dt,gtin,prid,sender_inn,receiver_inn,cnt_moved
3921530,2022-09-04,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,728CFD61007192BC1EFC810834E59FC7,006F9797E93300D5249BCE75A5D3A621,1
3926851,2022-09-05,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,6F17E7F0DCF9D86576397DB287FBF988,BEB4F79477CD5ACB74B0C28E6F7F40A6,5
3927107,2022-09-05,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,C8F12146DF5CD6A476005A5E5834A96B,5864AE8EB02C52B2258A3DF9CD3B7865,150
3928101,2022-09-05,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,CA188DABF328403399152790C8590910,273E9384890D9533AEE6C4D494A049FD,1
3928896,2022-09-05,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,74F89F6105EACFA94A98304683229D4F,F33A0BAC62D6F71CF7E6E067477FC52C,1
3929260,2022-09-05,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,74F89F6105EACFA94A98304683229D4F,78C784515F5E7380C60BBF8EBEA2D5CC,17
3939493,2022-06-29,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,3A87113AC25EFD88BD3407ACECFA3869,9A9CE40960A06322E5127ABF59873CA8,1
3941043,2022-06-29,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,74F89F6105EACFA94A98304683229D4F,B3052559047C18F88055E92B1EB66055,2
3944462,2022-06-30,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,A8E3EBDC355590B789D4417ADA50FE30,E220ACB5FF7CE65F1E5135F2A3502B58,2
3944691,2022-06-30,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,15BBDC0571C8EFC07FBF95BF060FE70A,E3263A1A6089CB4A9448BC1C96F7B4C3,1
3946428,2021-11-29,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,2C4AE6DF05DB90774720DA042434CE67,EEE663B17B9FBC8F27AEC480B1B214DB,1
3946864,2021-11-29,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,8CA5DFA22192A0FE3B3F786104A33E56,A310A8F657AAB087A14FA367A632DBE7,2
3955930,2022-07-21,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,74F89F6105EACFA94A98304683229D4F,650245897D0811D9A5B5790D924BB1F8,2
3956201,2022-07-21,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,FDB0881656AB7E5C59068E0A5F324E55,34001803D5BE996A00CC5C2A5F3869DC,1
3964147,2022-03-15,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,1E9AB659E9470CE5A35CF1BA1FD4D490,F944568591ED3E4438CA992821049E2C,1
3966739,2022-03-15,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,36A5118668D16714B9D699C75EFE31BB,6A780C1B8AD3A559BCC00E61CAD304F6,4
3972386,2022-07-17,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,74F89F6105EACFA94A98304683229D4F,4FACA4BC3A564FC1FEBCEC1627B560FB,4
3972656,2022-07-17,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,74F89F6105EACFA94A98304683229D4F,67748093EA6FEF6D7FC14FE24712EAC6,2
3973323,2022-07-18,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,59B99359F30A82229AD40269049DE9CD,3E28E95A31AE77E46C28B7B280562BF3,1
3975006,2022-07-18,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,BEFA6942E52A5E993FF60AF339A4DF3D,8ACACF674B0237915C13E4D47F04A6B8,1
3975277,2022-07-18,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,263069CB979F8AA9C0AC13A014C8DCCE,EA5DD2C8886ADFF75F7BE25BED2320E0,2
3979862,2022-06-06,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,3A87113AC25EFD88BD3407ACECFA3869,F9F589C33AE648B6A0DD8E5CE6E35936,1
3981707,2022-06-06,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,263069CB979F8AA9C0AC13A014C8DCCE,B8D7E156CBF84CCDB9D8A0BDF94C8C79,4
3982660,2022-06-06,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,1E9AB659E9470CE5A35CF1BA1FD4D490,60A408655A136F9620C8FC1E33CEF5C2,1
3982673,2022-06-06,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,CA188DABF328403399152790C8590910,19EC026AA0E83A060245E08C9E82B70A,4
3984192,2022-06-06,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,74F89F6105EACFA94A98304683229D4F,7AB075ACA2C044AF8B01E31311E3D20F,6
3985297,2022-06-06,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,3A87113AC25EFD88BD3407ACECFA3869,18ECEF6FB19A01269B680FFDB2DC24BE,2
3985426,2022-06-06,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,1E9AB659E9470CE5A35CF1BA1FD4D490,EEE663B17B9FBC8F27AEC480B1B214DB,1
3985710,2022-06-06,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,74F89F6105EACFA94A98304683229D4F,F33A0BAC62D6F71CF7E6E067477FC52C,11
3987670,2022-09-05,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,3A87113AC25EFD88BD3407ACECFA3869,9A9CE40960A06322E5127ABF59873CA8,1
3990544,2022-09-06,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,263069CB979F8AA9C0AC13A014C8DCCE,EA5DD2C8886ADFF75F7BE25BED2320E0,3
3994626,2022-09-06,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,263069CB979F8AA9C0AC13A014C8DCCE,CF765EC9BDFC5BECAC33A0D460C65F0D,5
3997093,2022-05-21,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,4CB107C91163F02B4D520BA0A153636D,6418A78C58B1E908BEE202C66123EB63,1
3999138,2022-05-22,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,35186F7E8FC4CB3C6871E0F7C41111E9,306D0A7B46205C7E558E6B7360BBDA4F,3
3999867,2022-05-22,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,74F89F6105EACFA94A98304683229D4F,67748093EA6FEF6D7FC14FE24712EAC6,4
4000703,2022-05-23,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,263069CB979F8AA9C0AC13A014C8DCCE,EA5DD2C8886ADFF75F7BE25BED2320E0,2
4001129,2022-05-23,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,59B99359F30A82229AD40269049DE9CD,3E28E95A31AE77E46C28B7B280562BF3,1
4004998,2021-11-30,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,2C4AE6DF05DB90774720DA042434CE67,6A72B05B67D022A12D395175B5476698,2
4013386,2022-02-19,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,36A5118668D16714B9D699C75EFE31BB,6E13702FD0C465A91622BA2492AEBC03,57
4015539,2022-02-19,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,36A5118668D16714B9D699C75EFE31BB,8A148AC3F98DF19366EB7DF488AD8339,13
4016951,2022-02-20,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,74F89F6105EACFA94A98304683229D4F,AD365D6E414D3FAEC1678334C4CA2B97,10
4017448,2022-02-20,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,74F89F6105EACFA94A98304683229D4F,D8454ADAEF455AE307F94560DA9941FB,6
4028272,2021-12-16,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,15BBDC0571C8EFC07FBF95BF060FE70A,BC8C3D15BD7AFD250035B97611651558,1
4034060,2021-12-16,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,15BBDC0571C8EFC07FBF95BF060FE70A,73EB882BF823EF6B23C4DEE34B6CD6A3,6
4036288,2022-10-17,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,1E9AB659E9470CE5A35CF1BA1FD4D490,A4DEDA554DBC0455C9FE647D308B831B,2
4038322,2022-10-18,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,3A87113AC25EFD88BD3407ACECFA3869,9A9CE40960A06322E5127ABF59873CA8,6
4039238,2022-10-18,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,F68487EBE6842F7E7141E68ACC269346,9D2290390E67CBCA410933B394D58E4B,2
4045395,2022-04-11,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,74F89F6105EACFA94A98304683229D4F,352414B5EB0289372513789BA6AC5102,2
4049299,2022-04-11,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,59B99359F30A82229AD40269049DE9CD,FBB2C1D6F8BD7831168C4866F40DFBFA,2
4052860,2022-11-05,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,36A5118668D16714B9D699C75EFE31BB,5C87E9B71FEC0A6A9C761D46F0B3EB9C,15
4053190,2022-11-05,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,36A5118668D16714B9D699C75EFE31BB,B5AC9F842641BEE1D6AF2BE17733B389,1
4054258,2022-11-05,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,728CFD61007192BC1EFC810834E59FC7,0618E53D930B711A7F8D198414E38953,3
4054997,2022-11-06,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,15F1749F4E15A5A01F038BFA985FD370,BCE07F66961DFBBEC7A868BC823AA352,1
4055190,2022-11-06,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,15F1749F4E15A5A01F038BFA985FD370,766810B9DE818793A8FD902F0076C63B,1
4055212,2022-11-06,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,36A5118668D16714B9D699C75EFE31BB,811F94F707E9F70981237326C6629913,10
4055811,2022-11-06,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,74F89F6105EACFA94A98304683229D4F,B3052559047C18F88055E92B1EB66055,5
4055843,2022-11-06,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,D290F64F2661E0FE4C48F54DA78E8600,FC56254BA77D6047FE40A4E3C1556B29,1
4055942,2022-11-06,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,36A5118668D16714B9D699C75EFE31BB,5C87E9B71FEC0A6A9C761D46F0B3EB9C,14
4055965,2022-11-06,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,15F1749F4E15A5A01F038BFA985FD370,7DC1BAB729B2C0F6A24C440B83E2A960,1
4056296,2022-11-06,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,728CFD61007192BC1EFC810834E59FC7,3171A38D741D59F502D0742BB251891A,1
4056318,2022-11-06,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,74F89F6105EACFA94A98304683229D4F,650245897D0811D9A5B5790D924BB1F8,2
4056499,2022-11-06,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,36A5118668D16714B9D699C75EFE31BB,B5AC9F842641BEE1D6AF2BE17733B389,5
4057666,2022-11-07,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,74F89F6105EACFA94A98304683229D4F,F33A0BAC62D6F71CF7E6E067477FC52C,12
4059269,2022-11-07,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,61C69CD39B53E4D0D134F32DC8BAE296,8332A0DFF61ED70CDD716FEF86BB2C83,2
4059953,2022-11-07,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,FDB0881656AB7E5C59068E0A5F324E55,8A546BFC7C338E76865B6EAB2B764E84,1
4062667,2021-12-22,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,266E18110BB17753D29DC260EFD2DBD0,32B9DD2FB959738A46EC1F3FF8CCCDED,1
4065705,2021-12-22,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,A8E3EBDC355590B789D4417ADA50FE30,B52C785D661B013B2EEF28CD7A441EDE,2
4067952,2021-12-23,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,61BCC483CE152ECF91001E5EE2ACCF56,26CC6FA66B06F566A31A9A5A1060204A,2
4068393,2021-12-23,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,79E55A5C23CBE17F6D0E0783863CA5EA,83DEC6F4643BEF5762021CDCFAAC74EF,1
4069767,2022-08-15,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,263069CB979F8AA9C0AC13A014C8DCCE,0B5BDE7528560D1AB47FD390C6971BA3,2
4073639,2022-08-15,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,74F89F6105EACFA94A98304683229D4F,7AB075ACA2C044AF8B01E31311E3D20F,1
4075619,2022-08-15,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,74F89F6105EACFA94A98304683229D4F,F33A0BAC62D6F71CF7E6E067477FC52C,1
4076119,2022-08-15,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,74F89F6105EACFA94A98304683229D4F,78C784515F5E7380C60BBF8EBEA2D5CC,2
4076702,2022-08-15,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,5864AE8EB02C52B2258A3DF9CD3B7865,E885A53FDB9F118115F5B03541E0EEC9,30
4084322,2022-01-12,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,27960B231942A1913E6246B6B05EA789,11F239DEA1FBAA1447CDDE4F3CD045FF,1
4090096,2022-06-21,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,74F89F6105EACFA94A98304683229D4F,650245897D0811D9A5B5790D924BB1F8,8
4090212,2022-06-21,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,6FAFDC410BD944777ED9D0D1C6C92992,EF34675E5ABE4CFD9D7F2DECB5731194,2
4090820,2022-06-21,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,C8F12146DF5CD6A476005A5E5834A96B,5864AE8EB02C52B2258A3DF9CD3B7865,15
4091247,2022-06-21,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,1E9AB659E9470CE5A35CF1BA1FD4D490,8F93BE694ECB7E14E4B5092ED17EAAFE,1
4092027,2022-06-21,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,3A87113AC25EFD88BD3407ACECFA3869,18ECEF6FB19A01269B680FFDB2DC24BE,1
4098602,2022-02-21,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,74F89F6105EACFA94A98304683229D4F,7AB075ACA2C044AF8B01E31311E3D20F,1
4099728,2022-02-21,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,74F89F6105EACFA94A98304683229D4F,78C784515F5E7380C60BBF8EBEA2D5CC,5
4100238,2022-02-21,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,3A87113AC25EFD88BD3407ACECFA3869,18ECEF6FB19A01269B680FFDB2DC24BE,2
4100711,2022-02-21,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,74F89F6105EACFA94A98304683229D4F,F33A0BAC62D6F71CF7E6E067477FC52C,3
4102395,2022-03-11,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,15BBDC0571C8EFC07FBF95BF060FE70A,D86762691482B59E163D6CF8E6B888B9,3
4103169,2022-03-11,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,A8E3EBDC355590B789D4417ADA50FE30,F1A888A982FF9CC35891B8C01DC561DD,2
4105600,2022-03-12,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,36A5118668D16714B9D699C75EFE31BB,8A148AC3F98DF19366EB7DF488AD8339,2
4106084,2022-03-12,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,36A5118668D16714B9D699C75EFE31BB,6A780C1B8AD3A559BCC00E61CAD304F6,1
4106544,2022-03-12,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,36A5118668D16714B9D699C75EFE31BB,72E3F0FD7864857957CFD3CE8A5450CA,2
4107895,2022-03-12,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,36A5118668D16714B9D699C75EFE31BB,5C87E9B71FEC0A6A9C761D46F0B3EB9C,4
4108127,2022-03-13,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,36A5118668D16714B9D699C75EFE31BB,B5AC9F842641BEE1D6AF2BE17733B389,7
4110491,2022-09-26,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,3A87113AC25EFD88BD3407ACECFA3869,9A9CE40960A06322E5127ABF59873CA8,2
4113594,2022-09-26,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,3B090758D0CA5E640346F08B91DC50C8,37911A96E0AB2E0A2FF62D23C3413361,2
4114244,2022-09-26,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,1E9AB659E9470CE5A35CF1BA1FD4D490,389CA39F2D23EB75F1043EF5375CE711,2
4114317,2022-09-26,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,1E9AB659E9470CE5A35CF1BA1FD4D490,A2F439D153BB8C8A7E3B3B746F6E775C,2
4116519,2022-09-26,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,3A87113AC25EFD88BD3407ACECFA3869,CD65F580F4417473331F92762BF64914,1
4117415,2022-09-26,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,74F89F6105EACFA94A98304683229D4F,F33A0BAC62D6F71CF7E6E067477FC52C,2
4117900,2022-09-26,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,74F89F6105EACFA94A98304683229D4F,78C784515F5E7380C60BBF8EBEA2D5CC,2
4119236,2022-10-24,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,79E55A5C23CBE17F6D0E0783863CA5EA,8E5364F8463CAAAB1B365AE69E93C38D,5
4121621,2022-10-24,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,36A5118668D16714B9D699C75EFE31BB,6A780C1B8AD3A559BCC00E61CAD304F6,55
4122599,2022-10-24,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,3A87113AC25EFD88BD3407ACECFA3869,9A9CE40960A06322E5127ABF59873CA8,2
4125317,2022-10-24,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,15BBDC0571C8EFC07FBF95BF060FE70A,FB03A4752841BB72B4BD8EBC5132CFEE,1
4125771,2022-10-24,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,1E9AB659E9470CE5A35CF1BA1FD4D490,95DF0DD77AA5D52FFE4C92F9D6A3ADF2,2
4131455,2022-02-03,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,74F89F6105EACFA94A98304683229D4F,650245897D0811D9A5B5790D924BB1F8,1
4140824,2022-02-07,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,40E120EADCE926DBCECB86B6639FBA39,2249368F49988BB10DFC8A7D3D36D3F1,2
4141621,2022-02-07,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,59B99359F30A82229AD40269049DE9CD,FBB2C1D6F8BD7831168C4866F40DFBFA,3
4143273,2022-05-12,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,D6D5275BF046171B4C66E5FF0400ABC7,BC233B8561132604559C46C0C035B3C1,3
4147904,2022-05-12,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,74F89F6105EACFA94A98304683229D4F,7AB075ACA2C044AF8B01E31311E3D20F,7
4148962,2022-05-13,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,263069CB979F8AA9C0AC13A014C8DCCE,D52443181F30123E5B8EE7BD1E4756EB,1
4149053,2022-05-13,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,3A87113AC25EFD88BD3407ACECFA3869,9A9CE40960A06322E5127ABF59873CA8,1
4152214,2022-11-15,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,36A5118668D16714B9D699C75EFE31BB,5C87E9B71FEC0A6A9C761D46F0B3EB9C,11
4153311,2022-11-15,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,6FAFDC410BD944777ED9D0D1C6C92992,EF34675E5ABE4CFD9D7F2DECB5731194,2
4154079,2022-11-15,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,1E9AB659E9470CE5A35CF1BA1FD4D490,8F93BE694ECB7E14E4B5092ED17EAAFE,1
4154309,2022-11-15,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,74F89F6105EACFA94A98304683229D4F,650245897D0811D9A5B5790D924BB1F8,20
4155847,2022-11-15,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,FDB0881656AB7E5C59068E0A5F324E55,5A0A3967B80B2354E1E083B55E68982C,2
4157417,2022-11-15,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,36A5118668D16714B9D699C75EFE31BB,B5AC9F842641BEE1D6AF2BE17733B389,6
4159838,2022-09-29,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,728CFD61007192BC1EFC810834E59FC7,6EDA6154782FA2AAF8D4D667CD0AA163,1
4160086,2022-09-29,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,15F1749F4E15A5A01F038BFA985FD370,20CFD095DE9F8034E4F566F1029AD7FF,1
4161539,2022-09-29,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,6B0CEF182B7E9DB47AA4DA938170CDAF,29AE20C2D10E1813F85C347C09CDAC77,2
4163188,2022-09-29,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,3A87113AC25EFD88BD3407ACECFA3869,CD65F580F4417473331F92762BF64914,1
4163923,2022-09-29,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,A8E3EBDC355590B789D4417ADA50FE30,7CFB186425EA13D91DEFDF904A4FE95A,4
4166381,2022-09-29,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,3A87113AC25EFD88BD3407ACECFA3869,6C029C9BCC98C076035B62DCB3D5710F,1
4172698,2021-12-09,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,27960B231942A1913E6246B6B05EA789,171029E611BC1BE4CA3FF81B43EE1A4E,1
4175774,2022-08-12,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,15F1749F4E15A5A01F038BFA985FD370,FF6F5AC9119EFD90806F1FD99FA74B39,2
4177012,2022-08-12,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,15F1749F4E15A5A01F038BFA985FD370,8048B64B4F07C7B0F0F2F1F6E33C526B,2
4177917,2022-08-12,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,15F1749F4E15A5A01F038BFA985FD370,D23A8A615BA2685123B313A5D0C30786,1
4179286,2022-08-12,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,74F89F6105EACFA94A98304683229D4F,B1DCA187C804BEB1A977A77C08CE7E13,2
4179322,2022-08-12,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,3A87113AC25EFD88BD3407ACECFA3869,CD65F580F4417473331F92762BF64914,2
4179443,2022-08-12,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,3B090758D0CA5E640346F08B91DC50C8,5D827B505DF57A8DB160A224949B2767,2
4179710,2022-08-12,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,263069CB979F8AA9C0AC13A014C8DCCE,2608DAAF83F8DC8F79F12347F7BA9251,6
4180139,2022-08-12,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,15BBDC0571C8EFC07FBF95BF060FE70A,27E4A4B72ED3C1D1F0CDD62FF5E7C696,1
4180179,2022-08-12,49EFABA49D8BBEBD78A04A378BA87F37,8630E3AAA57E1BE56637A05FADAC931E,15F1749F4E15A5A01F038BFA985FD370,E6A7D23127A95F78D412F9D0A6FB83C8,2
